RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
Flights - invoice 9363,AWS,Maintenance & Repairs > Equipment,,"Urgent, Subscription"
Software - invoice 4020,Oracle,Office Supplies > Furniture,,"Consumables, Upgrade, Annual"
Equipment - invoice 6815,Siemens,Maintenance & Repairs > Equipment,,"Ergonomic, Subscription, Recurring"
Advertising - invoice 8921,Google Cloud,Office Supplies > Furniture,,"Ergonomic, Annual, Bulk order"
Software - invoice 8931,Google Cloud,Office Supplies > Furniture,,"Subscription, Recurring"
Equipment - invoice 2185,Accenture,IT Services > Software,,"Digital Strategy, Recurring, Bulk order"
Cloud Services - invoice 4061,IBM,Utilities > Electricity,,Consumables
Equipment - invoice 7828,Schneider Electric,IT Services > Cloud Services,,"Upgrade, Digital Strategy"
Furniture - invoice 2824,Microsoft,Travel & Entertainment > Accommodation,,Urgent
Equipment - invoice 6596,HP,IT Services > Cloud Services,,"Urgent, Ergonomic"
Cloud Services - invoice 8503,Oracle,Travel & Entertainment > Flights,,"Consumables, Digital Strategy, Subscription"
Equipment - invoice 8184,Accenture,Office Supplies > Consumables,,Recurring
Flights - invoice 1595,Delta Airlines,Professional Services > Consulting,,Bulk order
Electricity - invoice 8247,Oracle,Office Supplies > Furniture,,"Bulk order, Subscription"
Consumables - invoice 8069,Microsoft,Maintenance & Repairs > Equipment,,Annual
Software - invoice 4597,Microsoft,Marketing > Advertising,,"Annual, Bulk order, Consumables"
Equipment - invoice 9996,Wipro,Office Supplies > Consumables,,"Consumables, Digital Strategy, Urgent"
Accommodation - invoice 6974,IBM,Office Supplies > Furniture,,"Upgrade, Digital Strategy, Annual"
Electricity - invoice 3510,Wipro,Office Supplies > Consumables,,"Consumables, One-time project"
Furniture - invoice 8690,IBM,Marketing > Advertising,,"Subscription, Urgent, Bulk order"
Electricity - invoice 8258,IBM,Maintenance & Repairs > Equipment,,One-time project
Software - invoice 6321,FedEx,Marketing > Advertising,,"One-time project, Recurring"
Furniture - invoice 5126,AWS,Travel & Entertainment > Accommodation,,Recurring
Cloud Services - invoice 7567,Microsoft,Professional Services > Consulting,,"Urgent, Annual"
Consulting - invoice 8940,AWS,IT Services > Software,,"Consumables, Upgrade, One-time project"
Equipment - invoice 5680,Google Cloud,IT Services > Software,,"Ergonomic, Subscription, Urgent"
Software - invoice 9796,Wipro,Marketing > Advertising,,"Bulk order, Urgent, Upgrade"
Software - invoice 7187,Wipro,Office Supplies > Furniture,,"Subscription, Digital Strategy"
Advertising - invoice 5115,Oracle,Office Supplies > Consumables,,Bulk order
Software - invoice 2744,Siemens,Travel & Entertainment > Flights,,"Upgrade, Digital Strategy, Recurring"
Cloud Services - invoice 5945,Deloitte,Office Supplies > Furniture,,"Subscription, Annual"
Advertising - invoice 4959,FedEx,Marketing > Advertising,,"Recurring, Upgrade"
Advertising - invoice 9378,Siemens,IT Services > Software,,Annual
Consulting - invoice 5142,Marriott,Professional Services > Consulting,,One-time project
Advertising - invoice 8087,Deloitte,Professional Services > Consulting,,"Urgent, Upgrade, Annual"
Cloud Services - invoice 7787,Delta Airlines,IT Services > Cloud Services,,"Recurring, Urgent, Bulk order"
Consumables - invoice 5221,Wipro,Professional Services > Consulting,,Upgrade
Flights - invoice 7220,Oracle,IT Services > Software,,"Consumables, Recurring, Digital Strategy"
Electricity - invoice 2875,Google Cloud,Professional Services > Consulting,,One-time project
Cloud Services - invoice 1136,Staples,Travel & Entertainment > Flights,,Upgrade
Electricity - invoice 9374,AWS,Maintenance & Repairs > Equipment,,"Digital Strategy, One-time project"
Furniture - invoice 5777,FedEx,Travel & Entertainment > Flights,,"Upgrade, Bulk order, One-time project"
Consumables - invoice 3040,Deloitte,Travel & Entertainment > Flights,,"Upgrade, Subscription"
Consumables - invoice 4850,Microsoft,Utilities > Electricity,,Digital Strategy
Consumables - invoice 4723,IBM,Marketing > Advertising,,"Annual, Recurring, Subscription"
Consulting - invoice 5690,Wipro,Office Supplies > Furniture,,"Consumables, Subscription, Bulk order"
Cloud Services - invoice 1702,Oracle,Office Supplies > Consumables,,"Digital Strategy, Subscription"
Furniture - invoice 3253,Accenture,Office Supplies > Furniture,,Consumables
Electricity - invoice 8990,Siemens,Travel & Entertainment > Accommodation,,"Consumables, Subscription"
Consulting - invoice 7735,Oracle,Office Supplies > Consumables,,"Subscription, Consumables, Urgent"
Consulting - invoice 6464,FedEx,Travel & Entertainment > Accommodation,,"Consumables, Recurring, Annual"
Cloud Services - invoice 6815,IBM,Marketing > Advertising,,Ergonomic
Cloud Services - invoice 5282,FedEx,Marketing > Advertising,,"Upgrade, Digital Strategy"
Consumables - invoice 9791,HP,Office Supplies > Furniture,,"Bulk order, Urgent, Consumables"
Flights - invoice 7805,Deloitte,Office Supplies > Furniture,,"Annual, Digital Strategy, Upgrade"
Furniture - invoice 6787,Accenture,Office Supplies > Consumables,,"Annual, One-time project"
Software - invoice 4105,AWS,Utilities > Electricity,,"Subscription, Urgent, Annual"
Furniture - invoice 7183,Oracle,Travel & Entertainment > Flights,,Recurring
Accommodation - invoice 6686,Deloitte,Professional Services > Consulting,,"Annual, Bulk order"
Equipment - invoice 7882,Staples,Office Supplies > Consumables,,"Digital Strategy, Consumables"
Furniture - invoice 8061,Google Cloud,Utilities > Electricity,,"One-time project, Annual"
Advertising - invoice 8730,Delta Airlines,Marketing > Advertising,,"Annual, Bulk order, Digital Strategy"
Accommodation - invoice 2902,IBM,IT Services > Cloud Services,,"Annual, Upgrade"
Flights - invoice 3843,Staples,Utilities > Electricity,,"Consumables, Subscription, Ergonomic"
Software - invoice 5621,IBM,IT Services > Cloud Services,,"Recurring, Bulk order, Subscription"
Flights - invoice 3967,Oracle,Utilities > Electricity,,"Urgent, Subscription"
Electricity - invoice 7446,Wipro,Travel & Entertainment > Flights,,Consumables
Flights - invoice 2234,IBM,Maintenance & Repairs > Equipment,,"Subscription, Recurring"
Accommodation - invoice 6608,Google Cloud,IT Services > Software,,"Digital Strategy, Ergonomic, Urgent"
Advertising - invoice 1334,HP,Professional Services > Consulting,,"Bulk order, Annual"
Cloud Services - invoice 2065,Deloitte,Office Supplies > Consumables,,"Recurring, Urgent, Upgrade"
Cloud Services - invoice 2444,Wipro,Utilities > Electricity,,Consumables
Electricity - invoice 3268,Google Cloud,Marketing > Advertising,,Urgent
Consumables - invoice 7695,Siemens,IT Services > Software,,Digital Strategy
Equipment - invoice 3053,FedEx,Marketing > Advertising,,"Digital Strategy, Bulk order, Consumables"
Advertising - invoice 4466,Wipro,Travel & Entertainment > Flights,,Subscription
Electricity - invoice 8263,IBM,Maintenance & Repairs > Equipment,,"Annual, Digital Strategy, Upgrade"
Consumables - invoice 4289,Wipro,Maintenance & Repairs > Equipment,,"Upgrade, Bulk order, Annual"
Software - invoice 3480,FedEx,Utilities > Electricity,,"Subscription, Upgrade, Recurring"
Consumables - invoice 3167,Oracle,Professional Services > Consulting,,"Urgent, Digital Strategy, Upgrade"
Equipment - invoice 3740,Deloitte,IT Services > Cloud Services,,"Upgrade, Bulk order, Recurring"
Equipment - invoice 3119,IBM,Travel & Entertainment > Accommodation,,Urgent
Flights - invoice 9001,Google Cloud,IT Services > Software,,Upgrade
Consulting - invoice 9465,IBM,Professional Services > Consulting,,Annual
Advertising - invoice 6502,Schneider Electric,IT Services > Software,,"Recurring, Bulk order, Urgent"
Electricity - invoice 6168,Siemens,IT Services > Software,,Upgrade
Consulting - invoice 5251,FedEx,Office Supplies > Furniture,,Recurring
Electricity - invoice 8623,Wipro,IT Services > Software,,Digital Strategy
Cloud Services - invoice 5696,Schneider Electric,Travel & Entertainment > Flights,,"Bulk order, Recurring"
Flights - invoice 8937,Marriott,Marketing > Advertising,,"Upgrade, Consumables"
Cloud Services - invoice 8933,Google Cloud,Travel & Entertainment > Accommodation,,"Upgrade, Subscription, One-time project"
Cloud Services - invoice 3110,Schneider Electric,Utilities > Electricity,,"Consumables, One-time project"
Cloud Services - invoice 4632,Delta Airlines,Marketing > Advertising,,"Annual, Ergonomic, Consumables"
Flights - invoice 3676,Marriott,Marketing > Advertising,,"Urgent, Digital Strategy, Consumables"
Advertising - invoice 2345,IBM,Office Supplies > Furniture,,"Digital Strategy, One-time project, Bulk order"
Equipment - invoice 7964,AWS,Office Supplies > Consumables,,"Annual, Upgrade, Consumables"
Flights - invoice 7308,Oracle,Office Supplies > Furniture,,Recurring
Software - invoice 4834,Marriott,Office Supplies > Consumables,,"Bulk order, Digital Strategy"
Consulting - invoice 7408,Schneider Electric,IT Services > Cloud Services,,Urgent
Consulting - invoice 2172,Staples,Professional Services > Consulting,,"Digital Strategy, Subscription, Ergonomic"
Consulting - invoice 9463,Oracle,Office Supplies > Consumables,,Bulk order
Equipment - invoice 4226,Microsoft,Maintenance & Repairs > Equipment,,"Bulk order, Urgent, Recurring"
Consumables - invoice 5391,Deloitte,IT Services > Software,,Digital Strategy
Advertising - invoice 5179,Accenture,Travel & Entertainment > Flights,,Consumables
Furniture - invoice 7691,Delta Airlines,IT Services > Cloud Services,,Ergonomic
Consulting - invoice 3388,Staples,Travel & Entertainment > Accommodation,,"Annual, Recurring, One-time project"
Cloud Services - invoice 1404,Microsoft,Professional Services > Consulting,,Ergonomic
Advertising - invoice 6820,Schneider Electric,Utilities > Electricity,,"One-time project, Annual, Recurring"
Consumables - invoice 5979,Oracle,Maintenance & Repairs > Equipment,,"Ergonomic, Subscription"
Electricity - invoice 5690,Siemens,Maintenance & Repairs > Equipment,,"Annual, Upgrade"
Accommodation - invoice 8945,HP,Travel & Entertainment > Accommodation,,"Subscription, Bulk order"
Advertising - invoice 1308,Delta Airlines,Travel & Entertainment > Flights,,"One-time project, Recurring, Annual"
Accommodation - invoice 8717,Staples,IT Services > Software,,"Upgrade, One-time project, Annual"
Electricity - invoice 7258,AWS,Professional Services > Consulting,,"Urgent, Bulk order, Subscription"
Electricity - invoice 7125,Oracle,Maintenance & Repairs > Equipment,,Bulk order
Furniture - invoice 1792,Google Cloud,IT Services > Software,,Annual
Flights - invoice 1815,Siemens,IT Services > Cloud Services,,"Subscription, Urgent, Digital Strategy"
Furniture - invoice 2695,Siemens,Office Supplies > Furniture,,"Subscription, Consumables, Urgent"
Advertising - invoice 9047,AWS,Office Supplies > Consumables,,"Annual, One-time project"
Software - invoice 4796,Staples,Maintenance & Repairs > Equipment,,"Subscription, One-time project, Annual"
Furniture - invoice 7968,Delta Airlines,Travel & Entertainment > Accommodation,,"Digital Strategy, Annual, One-time project"
Flights - invoice 9228,Schneider Electric,Office Supplies > Furniture,,"Urgent, Bulk order, One-time project"
Advertising - invoice 4171,Staples,Utilities > Electricity,,"One-time project, Recurring, Ergonomic"
Furniture - invoice 1028,HP,Professional Services > Consulting,,"One-time project, Annual"
Electricity - invoice 6931,FedEx,Utilities > Electricity,,"Urgent, Consumables"
Advertising - invoice 8099,Marriott,Office Supplies > Furniture,,"Upgrade, Ergonomic, One-time project"
Consumables - invoice 7296,Accenture,Travel & Entertainment > Accommodation,,"Urgent, Upgrade"
Accommodation - invoice 2594,AWS,Office Supplies > Consumables,,"Annual, Consumables"
Software - invoice 8486,AWS,Office Supplies > Consumables,,"Subscription, One-time project"
Advertising - invoice 9554,Accenture,Marketing > Advertising,,"Subscription, Bulk order"
Advertising - invoice 4309,AWS,Travel & Entertainment > Flights,,Urgent
Electricity - invoice 7165,Schneider Electric,Marketing > Advertising,,Bulk order
Furniture - invoice 5357,Wipro,Office Supplies > Consumables,,"Upgrade, Consumables"
Cloud Services - invoice 7478,Schneider Electric,Office Supplies > Consumables,,"Urgent, One-time project, Upgrade"
Furniture - invoice 7285,Wipro,IT Services > Software,,"Bulk order, Digital Strategy, Subscription"
Consulting - invoice 2024,Wipro,Travel & Entertainment > Flights,,"Recurring, Digital Strategy, Urgent"
Electricity - invoice 3365,Siemens,Maintenance & Repairs > Equipment,,"Bulk order, Urgent, One-time project"
Cloud Services - invoice 2278,AWS,Travel & Entertainment > Accommodation,,Subscription
Consumables - invoice 2782,HP,Marketing > Advertising,,"Annual, Urgent, Subscription"
Accommodation - invoice 7252,Siemens,Office Supplies > Consumables,,One-time project
Advertising - invoice 5220,HP,Utilities > Electricity,,"Consumables, Bulk order"
Electricity - invoice 6202,Deloitte,Maintenance & Repairs > Equipment,,Annual
Furniture - invoice 4440,Delta Airlines,IT Services > Cloud Services,,"One-time project, Recurring, Bulk order"
Furniture - invoice 4847,Oracle,Professional Services > Consulting,,Bulk order
Furniture - invoice 8095,Siemens,Maintenance & Repairs > Equipment,,"One-time project, Ergonomic"
Advertising - invoice 8031,Siemens,Marketing > Advertising,,"Upgrade, Bulk order, Recurring"
Flights - invoice 3701,Staples,Professional Services > Consulting,,"Consumables, Upgrade, Subscription"
Software - invoice 5443,Siemens,Utilities > Electricity,,"Upgrade, One-time project"
Advertising - invoice 3311,Microsoft,Marketing > Advertising,,"Consumables, One-time project, Bulk order"
Accommodation - invoice 1753,Staples,Professional Services > Consulting,,Subscription
Accommodation - invoice 3630,Accenture,Utilities > Electricity,,"Consumables, Urgent, Annual"
Consumables - invoice 7409,Marriott,Travel & Entertainment > Accommodation,,"One-time project, Subscription, Annual"
Flights - invoice 3614,Delta Airlines,Professional Services > Consulting,,Recurring
Advertising - invoice 4117,Siemens,IT Services > Cloud Services,,"Subscription, Upgrade"
Equipment - invoice 2743,AWS,Travel & Entertainment > Flights,,Annual
Equipment - invoice 5670,Wipro,Travel & Entertainment > Accommodation,,"Consumables, Urgent, Upgrade"
Software - invoice 7422,Deloitte,Travel & Entertainment > Accommodation,,Upgrade
Accommodation - invoice 1626,Wipro,Travel & Entertainment > Accommodation,,Annual
Furniture - invoice 4061,Microsoft,IT Services > Cloud Services,,"One-time project, Digital Strategy"
Equipment - invoice 3688,Marriott,Office Supplies > Furniture,,Subscription
Equipment - invoice 9143,Marriott,IT Services > Software,,Upgrade
Consumables - invoice 4675,Oracle,Maintenance & Repairs > Equipment,,"Recurring, Urgent"
Electricity - invoice 9344,Deloitte,Travel & Entertainment > Accommodation,,"Urgent, Ergonomic"
Advertising - invoice 7350,HP,Marketing > Advertising,,"Urgent, Bulk order, One-time project"
Consumables - invoice 1976,HP,IT Services > Cloud Services,,"One-time project, Ergonomic"
Equipment - invoice 3569,Marriott,Professional Services > Consulting,,"Consumables, Urgent, Digital Strategy"
Consumables - invoice 8829,Google Cloud,Travel & Entertainment > Flights,,"Subscription, Recurring, One-time project"
Flights - invoice 8473,Accenture,Utilities > Electricity,,"Digital Strategy, Urgent"
Furniture - invoice 4272,Deloitte,Utilities > Electricity,,"Urgent, Digital Strategy"
Consulting - invoice 5929,Microsoft,Maintenance & Repairs > Equipment,,"Ergonomic, Recurring, Subscription"
Furniture - invoice 8857,Google Cloud,IT Services > Software,,"Ergonomic, Consumables"
